38668,-2124820591553296420
1879054514,-2353772016686245212
-2013223610,-7662496512042971430
6899,-7513533702060801759
38603,-6527395339247964539
1814107874,382798599574313625
2205397,1505520219937686556
11134,5417864235851639921
42113,1556757381048633692
6704,3715038199215581559
7094,3715038199215581559
46338,-8642022760995582321
6452,4743996392725506937
-1879006117,4740106197521320962
15162,-74989016279189923
38221,-529071771403431204
15677,-8551364112156633575
53955,8121328709229392002
11513,-3135618031280336286
50520196,3770016787692953682
50491324,-3622658452047833610
-2013227894,-7662496512042971430
10937,8807086045768288045
38603,-1141150194326320999
1814107874,5768020648391523461
2201298,4730881727597617664
11134,-4058552427721533760
42113,-7419811950693043219
1879054644,-2353772016686245212
-1879006079,2739943410827832951
11134,-4965432223168302077
38733,-1892191387917250258
1946163443,-6532842211721082220
-1943955171,-4766339293332744935
2172717,2536145789270039802
7094,-7513533702060801759
38603,8435003788672458390
1814107874,-3086418711694529910
2205397,-4287003063937584113
10937,-7253837655018169246
42113,1244663641053352918
15805,3986019804590584829
46338,-6362015047310430226
11134,7958639571648432664
46725,3519682682199813941
50491324,-5348727233779636384
1811950462,4802789005948531648
1811945715,4802789005948531648
1811946292,4802789005948531648
1811946227,4802789005948531648
1811945845,4802789005948531648
-1811901042,3937616349278895760
11134,8705825579494386477
-2013223807,-7662496512042971430
1879054579,-2353772016686245212
-1943955236,-1786478441962213417
2185467,-7028778374003253106
42113,4219505616315991883
22563,2061086328972945248
23267,2061086328972945248
38603,6268099818864015437
38538,-2124820591553296420
1744841598,-6308479806939148283
42113,5645324534561998067
7094,7515656588875719896
38668,-8432622582995731601
1879055091,-5246719627249801705
38603,8985462034521184795
1811955133,-2551509277695693305
42310,-8865216032246161537
50491324,-9110151904929471069
45829,-2247255930046455813
6452,4267117735812344657
-1828527740,4263195900632665130
38603,-2124820591553296420
-1946118518,5404362793745545328
1744837298,3249118478750117533
42310,-283187311786108201
11134,-469575840630480885
42113,-6354276689161714394
6964,-9095632852214094579
47490,5396975320132750323
7159,-8636789296229231401
-1946110142,5404362793745545328
11134,-3938892381298033877
38156,-7494950229694145018
6322,-4577313219393228244
-2013227894,8343845247206209018
10937,-7180113197635109875
41665,1606592096054227897
14714,3426809218877647256
6322,-3938892381298033877
-2013227894,8856162452206763261
10937,-7676598003200920310
38156,2263024868152982206
11134,5251595985870050964
54339,-6865382669361070336
23803,-342791854481336878
6964,-3938892381298033877
38156,177334005195806165
15101,6192607609603750399
46493,6948405820709683318
11134,4486188250617315440
41665,6982985393183810909
50491324,6425851739161313148
46277,4066521366183888164
6322,8543525825780323706
-1946114746,5404362793745545328
11134,7101534564222878616
38538,4334451075530368693
1744837298,8563534965007004012
42310,-5116768112347074289
7094,-4785136847325262893
38538,6855165597908685924
1744846269,1572505237430617021
42113,4447098211243978357
11134,1991582086114807390
38668,4974556864743369587
1929539516,8709833177741194763
10937,8383544871280592501
38668,-5116768112347074289
1879059326,-8850927047184274313
42113,2507430512804666098
7094,349292699883272921
38733,-1842719410885417618
1946172861,-6447356832982319404
42310,-1169861165169566831
50491324,-1537556412656180915
46277,-8364423478796526827
10809,-4245762004607104181
50520452,-1873662487131699136
6322,1264129393083889728
10937,-5421207977473811498
38286,4527489782845445218
7094,-3034532423472519713
45957,3987545494038198888
15805,2542959919525878706
38091,-5499226699441551455
6899,-3442551536968936358
46338,-2096142020810245122
33574520,3111512849842839048
53955,-8693007697333243681
6257,2563945545873904191
-2080333050,-6790850859195083129
5729,-1224540869250313261
15805,-7253837655018169246
38538,842608489466298481
1744841401,4702129718465599400
46338,8345410304565307847
11134,-5037403763903034319
42113,-1964374619217598180
50491324,-4419752343505827529
45829,-6634933552066137233
6899,8650297015242786757
50520452,5394361413806532705
15610,-4708266873028061087
53955,-7962549812180225862
4269802,3870732069601645146
4306644,4287140291264893527
15027,-5554008314005550762
38221,-5181346822130090741
6192,-3899264987717649970
38668,-1366514319816171574
1879062141,-3395841340113567054
37896,-5080653872061468462
4273305,5663498714480116157
6395017,-620694533157664547
11582,-7370841538693734486
46277,-7672024278097551878
6444,-2632105169470567004
6387,7429239119903002750
-1946118388,-6470304722323310939
1879059326,-5258598373930964247
39196,1216722700416343148
11501,6928202619516494476
41746,7741722652966322436
6322,-659445309891246033
-2013227894,5001382727391498233
10937,-6127097770846058994
42310,2371412261508762042
54595,-600250147744173845
4269212,6386663378239615367
4297867,-4874718345094590545
15162,2075100314820133332
46914,1914581075124249941
11513,-5467331974867163334
